,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Pcsk9,log2FC_Pcsk9_vs_NT
Rdx,-0.092684086,6.451785999,-0.76992287,0.454642904,0.752123714,-5.732126835,88.93915,83.405038,-0.092684086
Per2,-0.092723744,4.985183294,-0.7187078,0.484608043,0.771239287,-5.76912026,32.89803333,30.850152,-0.092723744
Gba,-0.092724423,4.606520547,-1.000142278,0.334878327,0.671401465,-5.537936848,24.66537667,23.129962,-0.092724423
Med4,-0.092785597,3.090005205,-0.602694272,0.556727884,0.810832933,-5.844156072,7.762009333,7.2785172,-0.092785597
Nrd1,-0.09278986,4.58163096,-0.920353578,0.373584394,0.697413814,-5.610269576,23.80865667,22.32556,-0.09278986
Hcfc1,-0.092795158,4.123199348,-0.360629457,0.723971485,0.89137023,-5.959999114,17.33221833,16.2524944,-0.092795158
Eif5a,-0.092804311,8.249986427,-1.45475961,0.168651026,0.513217739,-5.034485435,317.1484333,297.38954,-0.092804311
Akt1s1,-0.092842251,5.438969808,-1.195106052,0.252672856,0.606513836,-5.340136432,45.27003333,42.448516,-0.092842251
Castor1,-0.092878305,1.924863646,-0.25640187,0.801516721,0.926502394,-5.992318089,2.913295,2.7316516,-0.092878305
Agtr1a,-0.092890933,5.276753406,-0.585504631,0.567893227,0.816259888,-5.854219781,39.18633,36.742748,-0.092890933
Qpctl,-0.092905278,3.234988053,-0.754147998,0.463746753,0.757886548,-5.743769541,8.979895,8.4198428,-0.092905278
Apoa5,-0.092921577,9.288700571,-0.54478111,0.594813171,0.830798478,-5.876957296,647.0033333,606.6446,-0.092921577
Trpv2,-0.092939805,0.684511062,-0.12895206,0.89930205,0.963009116,-6.017108908,0.689936467,0.64689148,-0.092939805
Hexa,-0.092941639,5.487561105,-0.780052943,0.4488563,0.74972578,-5.724534599,46.88281667,43.957752,-0.092941639
Tpgs2,-0.092986587,1.292996578,-0.544166983,0.595224072,0.830874714,-5.877288239,1.539803033,1.44368824,-0.092986587
Tbca,-0.093032459,6.394725714,-0.660162267,0.520284409,0.790323676,-5.80852422,86.39552,81.00012,-0.093032459
Kat2a,-0.093083938,4.05306816,-0.960058672,0.353950584,0.684642389,-5.574923942,16.23243667,15.218178,-0.093083938
D030028A08Rik,-0.093142961,0.814676088,-0.359232441,0.724992444,0.891879079,-5.960503249,0.696194967,0.6526676,-0.093142961
Pdcd5,-0.093166038,4.206863361,-0.965717168,0.351212643,0.682322386,-5.569781485,18.60997,17.446162,-0.093166038
Mrpl55,-0.093176319,5.355024145,-0.838075538,0.416618678,0.726540523,-5.679322524,43.59278667,40.866342,-0.093176319
Dhx33,-0.093306825,2.921115076,-0.652228343,0.525233176,0.792270079,-5.813624319,7.500487,7.0307444,-0.093306825
Mup-ps19,-0.093368211,5.256944166,-0.787473466,0.444647165,0.746785671,-5.718915915,38.75451,36.325836,-0.093368211
Pde8a,-0.09345566,4.52504317,-0.492193628,0.630510575,0.84969123,-5.903999367,22.88269667,21.44738,-0.09345566
Agrn,-0.093485444,3.73603532,-0.553718559,0.588849697,0.827814478,-5.872100758,13.02444633,12.2072362,-0.093485444
Fastk,-0.093551323,4.60692896,-0.874012816,0.397433405,0.714631154,-5.649865559,24.87408,23.312308,-0.093551323
Mitd1,-0.093562508,2.682904136,-0.721441676,0.48297883,0.770279409,-5.767204624,5.332852,4.9979788,-0.093562508
Prdx1,-0.093565326,8.579070942,-0.868912002,0.400119855,0.716074827,-5.654113528,395.9608667,371.09602,-0.093565326
Zfp72,-0.093687,1.081833414,-0.204034757,0.84137815,0.942599715,-6.004477012,1.200107833,1.12465074,-0.093687
Susd4,-0.093700169,5.454946246,-0.629755852,0.539394928,0.800647302,-5.82775656,47.65541,44.658656,-0.093700169
Arl6ip1,-0.093738041,7.256713553,-1.317637908,0.209606613,0.562551087,-5.201542983,159.3057033,149.284034,-0.093738041
Glg1,-0.09378084,3.965592151,-0.233190777,0.819121119,0.932523273,-5.998045792,15.74610333,14.7551032,-0.09378084
Ogdh,-0.093807599,6.49881353,-0.88837176,0.389936224,0.709691989,-5.637789278,95.87073333,89.835326,-0.093807599
Nhlrc3,-0.093886291,2.630213735,-0.149940835,0.883034234,0.957051626,-6.014149179,5.43907,5.096383,-0.093886291
Aldh16a1,-0.0939055,4.865550867,-1.503871344,0.155705966,0.498633528,-4.9717767,29.85345667,27.972176,-0.0939055
Zc3h14,-0.094055876,3.608840462,-0.75952168,0.46063289,0.755227108,-5.739828177,11.783419,11.0397104,-0.094055876
Cop1,-0.094078305,2.675861683,-0.941246208,0.363161078,0.690403368,-5.5918326,5.627837,5.272555,-0.094078305
Stxbp3,-0.094135797,3.264717804,-0.884367369,0.392017332,0.710440953,-5.641174576,8.816697,8.259775,-0.094135797
Rplp0,-0.09415431,9.353960464,-1.200365054,0.250692276,0.604435266,-5.334406134,684.0557333,640.83794,-0.09415431
Basp1,-0.094182965,1.379536193,0.127388656,0.900515788,0.963183355,-6.017311594,1.839379033,1.72313512,-0.094182965
Pes1,-0.094342924,4.654678213,-1.150161104,0.270097221,0.620853878,-5.388285691,24.43368,22.886998,-0.094342924
Pdzk1,-0.094360912,4.688581635,-0.671465264,0.513280686,0.786467538,-5.801159052,26.96411667,25.25694,-0.094360912
Ap5s1,-0.094375503,4.763526392,-0.943823956,0.36188922,0.689523773,-5.589532878,27.01664,25.305882,-0.094375503
Rbm8a,-0.094460446,4.69838395,-1.015445831,0.327794609,0.665285434,-5.523474749,26.81744333,25.11782,-0.094460446
Snip1,-0.094579085,3.922833034,-0.633017951,0.537326047,0.799505073,-5.825733964,15.72768967,14.7296962,-0.094579085
Hsd11b1,-0.094642531,8.001777999,-0.695820783,0.498376786,0.778687813,-5.784893667,261.2377,244.65022,-0.094642531
Dcaf13,-0.094665769,2.205632965,-0.804809407,0.43491197,0.739004122,-5.705601806,3.787876333,3.5473052,-0.094665769
Wbp11,-0.094691361,4.575658704,-1.090891041,0.294459147,0.639640449,-5.449481796,24.02907333,22.502568,-0.094691361
Aqp1,-0.094736548,5.488457519,-0.073527573,0.942467479,0.978244641,-6.022786986,50.17018667,46.981532,-0.094736548
Camk1d,-0.0947375,3.915454462,-0.454599508,0.656640358,0.862055782,-5.921711651,13.98838833,13.099323,-0.0947375
Otud6b,-0.094784617,4.642775179,-0.674172085,0.511611599,0.78532442,-5.799377967,25.20361667,23.60097,-0.094784617
Prdm9,-0.094873839,1.903818252,-0.428762439,0.674876606,0.870680879,-5.933094812,2.723685333,2.550334,-0.094873839
Vdac3,-0.094882128,4.830777395,-1.182513984,0.257464461,0.610089249,-5.353775414,28.59133,26.771456,-0.094882128
Ypel5,-0.09500111,4.913004879,-0.988662179,0.340263947,0.674500756,-5.548662655,30.53924333,28.593024,-0.09500111
Dag1,-0.095035197,5.168972012,-0.268356014,0.792493098,0.92231359,-5.989158517,38.61853667,36.156582,-0.095035197
Ecm1,-0.095076295,6.677742214,-0.757697713,0.461688353,0.75636287,-5.741168844,109.59639,102.606632,-0.095076295
Rcbtb1,-0.095250903,4.938702226,-0.627347336,0.540925301,0.801789739,-5.829243609,30.67262333,28.712932,-0.095250903
Pdzrn3,-0.095268305,1.031988036,-0.31215707,0.759703001,0.908539274,-5.976367362,1.219379433,1.14145882,-0.095268305
Cnep1r1,-0.095280707,3.247456694,-0.863142845,0.40317293,0.718114855,-5.658891492,8.580144,8.0317878,-0.095280707
Ece1,-0.095364835,6.876188345,-0.78592605,0.445522828,0.747446367,-5.720091573,126.14305,118.074374,-0.095364835
Nbn,-0.095366377,3.715311091,-0.789757349,0.443356746,0.746216029,-5.717176892,12.13941633,11.3629126,-0.095366377
Kctd5,-0.095369512,2.517914755,-0.524890327,0.608194553,0.83803904,-5.887494733,5.218689667,4.884863,-0.095369512
Micu1,-0.095424201,2.630554986,-0.633427894,0.537066369,0.79921187,-5.825479094,5.425903333,5.0786292,-0.095424201
Gna11,-0.095445115,5.023951948,-0.929266874,0.369112535,0.69380209,-5.602448055,35.08601667,32.83993,-0.095445115
Scnm1,-0.095447832,3.462020766,-0.687596256,0.503380794,0.78094531,-5.790446437,10.22074,9.5664252,-0.095447832
Dpy30,-0.095469025,4.862623021,-0.853844285,0.408126439,0.721600112,-5.666532881,29.43646,27.551582,-0.095469025
Dcun1d1,-0.095535129,3.675670359,-0.880269551,0.394154755,0.711790944,-5.644624863,11.62892933,10.883806,-0.095535129
Car2,-0.095630011,2.111883113,-0.376459368,0.712441416,0.886939744,-5.954152826,3.411139,3.1923604,-0.095630011
Srm,-0.09565115,6.024137048,-0.731188814,0.47719722,0.765704958,-5.760320299,73.46907667,68.756018,-0.09565115
Ift74,-0.095738365,1.737259103,-0.503077086,0.623039123,0.845514913,-5.898618791,2.353308,2.2022096,-0.095738365
Zfas1,-0.095744141,2.840905734,-0.58151926,0.570498856,0.817873107,-5.856513647,6.047548667,5.6592322,-0.095744141
Pbxip1,-0.095772203,3.272224758,-0.565172649,0.581252251,0.823252735,-5.865766672,8.983020667,8.4060524,-0.095772203
Eif4b,-0.09590452,7.064718894,-0.819478781,0.426782154,0.733547993,-5.69413136,136.5452867,127.763434,-0.09590452
Pfkl,-0.095990249,3.957666418,-0.754264625,0.463679033,0.757886548,-5.743684272,15.49351,14.49619,-0.095990249
Rpl10,-0.095998255,8.831621326,-1.517751789,0.152203024,0.494357711,-4.953790825,471.1782333,440.84596,-0.095998255
Pnkd,-0.096021654,4.460175876,-0.818413687,0.427369091,0.733864955,-5.694970471,21.86770333,20.45963,-0.096021654
Ubl4a|Gm44504,-0.096053345,4.524436775,-1.105291401,0.288393679,0.634350287,-5.434857883,23.27118667,21.772264,-0.096053345
Lyar,-0.096070149,3.751043699,-0.882945122,0.392758287,0.711246997,-5.642373687,12.92033067,12.0879772,-0.096070149
Zfp770,-0.096221434,1.504261276,-0.545457472,0.594360797,0.830552613,-5.876592402,1.698016467,1.58846028,-0.096221434
Pbx2,-0.096237938,3.844415106,-0.578461783,0.572502126,0.818905193,-5.858263373,14.37292,13.445424,-0.096237938
Cst3,-0.096286391,7.457988709,-1.466061289,0.165594813,0.51046401,-5.020184645,185.4904333,173.51476,-0.096286391
Tes,-0.096324624,0.994081476,-0.392338028,0.700948991,0.881609992,-5.948041935,1.0207846,0.95485518,-0.096324624
Chid1,-0.096463199,2.715100543,-0.73863033,0.472811756,0.763489869,-5.755007273,5.926017333,5.5427412,-0.096463199
Bet1,-0.096480542,4.811422864,-0.921363676,0.37307575,0.697202038,-5.609386512,28.09454667,26.277164,-0.096480542
Snrpf,-0.0964878,3.856004433,-0.629335467,0.539661867,0.800647302,-5.828016497,14.07288,13.162466,-0.0964878
Shtn1,-0.096491594,4.294819624,-0.954401353,0.356702947,0.686551232,-5.580039215,18.53790667,17.338592,-0.096491594
Polb,-0.096499,3.259349861,-0.746709716,0.46807848,0.760144958,-5.749182966,8.811298333,8.2412068,-0.096499
Eif4a3,-0.096523079,5.250536899,-0.976684072,0.345948832,0.679393444,-5.559740606,38.97860667,36.45608,-0.096523079
Rprd1b,-0.09656714,3.541049496,-1.100656388,0.29033564,0.636280682,-5.439582118,11.13049433,10.409859,-0.09656714
Magoh,-0.096631834,4.944519417,-0.84225572,0.414356192,0.72518016,-5.675952829,30.48052667,28.50581,-0.096631834
Cars,-0.096799357,3.673968798,-0.53282419,0.602839166,0.834570713,-5.883336573,12.24499867,11.4503624,-0.096799357
Lypla2,-0.096892744,5.921854102,-1.262337393,0.228255307,0.580858561,-5.265391099,64.54686,60.3542,-0.096892744
Neu1,-0.096923343,4.637265323,-0.852337734,0.408932795,0.721815535,-5.667763998,26.02498667,24.33401,-0.096923343
Nadk,-0.096995052,6.937239434,-0.672147988,0.512859406,0.786105181,-5.80071045,130.7326367,122.232192,-0.096995052
Gm6136,-0.097020738,2.082486509,-0.377381946,0.711771657,0.886909786,-5.953804524,3.204501333,2.9960862,-0.097020738
Etaa1,-0.097127271,1.881823975,-0.495428251,0.628285565,0.848621552,-5.902412053,2.6966751,2.52110192,-0.097127271
Ttc13,-0.097166578,2.989493425,-0.866811365,0.401229729,0.716628545,-5.655856529,7.343255,6.8649686,-0.097166578
Trappc6b,-0.097168393,4.607918085,-1.043448084,0.315114875,0.653103216,-5.496530992,25.18961667,23.548918,-0.097168393
Ighg2b,-0.097172995,2.157279531,-0.20542037,0.840317033,0.942137332,-6.00419065,3.992365767,3.7323154,-0.097172995
Iglc3,-0.097271911,0.485687723,-0.075678537,0.940787831,0.97739615,-6.022624535,0.440553233,0.41182872,-0.097271911
Zfp955a,-0.097403409,2.141382906,-0.47337537,0.643528781,0.855134766,-5.913035232,3.016576,2.8196352,-0.097403409
Gimap3,-0.09741768,1.447795698,-0.351005079,0.731016119,0.8946325,-5.963433305,1.813443833,1.6950342,-0.09741768
Chtop,-0.097458997,5.243812782,-1.431280897,0.17515094,0.521478136,-5.063942321,37.52901667,35.077538,-0.097458997
Crnkl1,-0.09749925,3.336002144,-0.66812011,0.515347744,0.787096274,-5.803350939,9.469159667,8.8503662,-0.09749925
Secisbp2,-0.097570277,3.559022403,-1.125014388,0.280239304,0.628742156,-5.414573031,10.877365,10.1660472,-0.097570277
Nmt2,-0.097579586,2.743713904,-0.705099794,0.492766756,0.775328485,-5.778555571,6.020608667,5.6268588,-0.097579586
Rbm47,-0.097619107,4.767811366,-0.509095442,0.618925973,0.843458965,-5.895594877,30.07888333,28.110944,-0.097619107
Ccm2l,-0.097627932,2.669404578,-0.482316285,0.637328012,0.853258039,-5.908784456,5.959236333,5.5693136,-0.097627932
Pld3,-0.097665639,4.512097923,-0.861146586,0.404232977,0.718878756,-5.660538188,23.82017333,22.260998,-0.097665639
Ripk4,-0.097749086,2.527824947,-0.632785107,0.537473573,0.799585417,-5.82587866,5.162549333,4.82435,-0.097749086
Rab4b,-0.097849067,1.669410695,-0.378734149,0.710790452,0.886023418,-5.953292519,2.0317216,1.89849166,-0.097849067
Maz,-0.097870317,5.847865796,-1.042046925,0.315740691,0.653818384,-5.497893877,62.40362,58.31065,-0.097870317
Krcc1,-0.09788774,5.621363029,-1.213718531,0.245717534,0.599588369,-5.31976632,48.40242667,45.22723,-0.09788774
Cyp2d40,-0.098042349,6.944896586,-0.588599574,0.565874146,0.8158921,-5.852428182,139.5146067,130.348486,-0.098042349
B3gnt8,-0.098153621,0.757808622,-0.30488886,0.765112828,0.908832247,-5.978621618,0.686642633,0.64148068,-0.098153621
Atp6v0a2,-0.098334276,3.920136653,-0.658909632,0.521063954,0.790440216,-5.80933327,15.23149533,14.2279056,-0.098334276
COX1,-0.098354369,14.74742758,-0.774489042,0.452028785,0.751640198,-5.728715777,28046.67333,26198.338,-0.098354369
Gm23969,-0.09837247,3.305741569,0.160976804,0.874502076,0.954941002,-6.012414875,11.48154667,10.7247538,-0.09837247
Rpl27-ps3,-0.098555216,0.904922304,-0.43281694,0.672000368,0.868375661,-5.931351244,0.846518267,0.79062084,-0.098555216
Serpina3k,-0.098630062,13.23675039,-0.87564785,0.396574851,0.714136906,-5.648499236,10104.76567,9437.0366,-0.098630062
Adat2,-0.098631533,2.30808654,-0.371595159,0.715976739,0.887978148,-5.955975428,3.98378,3.7205256,-0.098631533
Camkk2,-0.098638163,1.733312005,-0.338836116,0.739959538,0.899196688,-5.967644982,2.188576333,2.0439424,-0.098638163
Eif2s3x,-0.098671281,4.72828357,-0.461407892,0.651871983,0.85995351,-5.918604693,27.077706,25.2876722,-0.098671281
Coro1c,-0.098671436,2.682185915,-0.369160345,0.71774893,0.888191051,-5.956879033,6.237997333,5.8256196,-0.098671436
Ndufab1,-0.098683883,3.889115329,-1.071203348,0.302905102,0.645162451,-5.469217799,14.36052667,13.411074,-0.098683883
Srek1,-0.098770055,3.312906142,-0.933481282,0.367011105,0.692050195,-5.598726969,8.909720333,8.3201532,-0.098770055
Sec61a1,-0.098781381,5.997409818,-0.807281891,0.433534765,0.737506087,-5.703681582,66.42934,62.033142,-0.098781381
Snx30,-0.098839525,1.922206096,-0.201982697,0.842950228,0.942599715,-6.004897569,2.951020333,2.755615,-0.098839525
Tmbim1,-0.098864787,3.073646706,-0.983891514,0.342520098,0.676139441,-5.553088684,7.893517333,7.3707096,-0.098864787
Rpf2,-0.098919271,3.192875058,-0.743033021,0.470228823,0.761942641,-5.751840641,8.575956,8.0076462,-0.098919271
Acin1,-0.098922743,4.172954301,-1.124999958,0.280245206,0.628742156,-5.414587979,17.44779,16.291524,-0.098922743
Mettl25,-0.098923139,1.364762472,-0.373829723,0.714351802,0.887428959,-5.955141024,1.480885867,1.3827471,-0.098923139
Exoc4,-0.098948836,1.822159287,-0.668114052,0.515351492,0.787096274,-5.803354898,2.645872133,2.47048536,-0.098948836
Rictor,-0.098955504,2.012646254,-0.571024521,0.577390542,0.821896841,-5.862483004,2.969031,2.7722102,-0.098955504
Nfkb1,-0.099026186,2.437408392,-0.6135291,0.54975195,0.807264341,-5.837671538,4.639595667,4.3318188,-0.099026186
Ankfy1,-0.099049028,3.020223013,-0.639543206,0.533200988,0.796151983,-5.821658694,7.424001333,6.9314056,-0.099049028
Plcb1,-0.099085254,2.14119184,-0.477949188,0.640353216,0.854277049,-5.910870289,3.676932,3.4328748,-0.099085254
Ythdf3,-0.099099658,5.060685615,-0.966239494,0.350960664,0.682040506,-5.569305479,33.59434333,31.364198,-0.099099658
Mtmr1,-0.099137074,3.620110457,-0.713483721,0.487730473,0.772484651,-5.772762138,11.83942367,11.0531822,-0.099137074
Trrap,-0.099173846,2.514180702,-0.356152508,0.727245226,0.892885915,-5.961607916,5.28244,4.931514,-0.099173846
Pip4p1,-0.099272119,3.886841779,-0.915089498,0.376242904,0.700045479,-5.614857904,14.997341,14.0000756,-0.099272119
Mlkl,-0.099362915,2.683760617,-0.403871511,0.692648831,0.87881475,-5.943448836,5.174102667,4.8297408,-0.099362915
Myef2,-0.09938744,2.09962465,-0.483305997,0.636643345,0.853091387,-5.908309203,3.33462,3.1126318,-0.09938744
Ifrd2,-0.099448233,5.429810926,-1.1624747,0.265234307,0.616379612,-5.375241879,43.97299333,41.043948,-0.099448233
Nisch,-0.09952572,5.1527795,-1.208634544,0.247602376,0.600855967,-5.325355172,36.40894667,33.981918,-0.09952572
Bbs9,-0.099541206,1.431635546,-0.50325618,0.622916534,0.845514913,-5.898529304,1.779267867,1.66064364,-0.099541206
Reck,-0.099543642,1.638812555,0.031334596,0.975462455,0.990473029,-6.025026965,2.425201267,2.26350868,-0.099543642
Tcp11l2,-0.099590536,3.359783258,-0.578233242,0.572652016,0.818936019,-5.858393811,9.324796667,8.7028126,-0.099590536
Tmed10,-0.09960588,5.728506028,-1.31425435,0.210711295,0.563169127,-5.205509446,53.72331,50.139316,-0.09960588
Rabif,-0.099611026,3.814663828,-1.010665929,0.329995415,0.666749812,-5.528011896,13.68428,12.7713276,-0.099611026
Gid4,-0.099645799,4.104627939,-0.799308529,0.437986115,0.741987762,-5.709854912,17.40899833,16.2471582,-0.099645799
Ents15,-0.099669858,3.621496414,-0.816292535,0.428539546,0.734596661,-5.696638648,12.42273767,11.5934768,-0.099669858
Tdp1,-0.099698518,1.03261503,-0.473593185,0.643377388,0.855111667,-5.912932588,1.0856459,1.01315514,-0.099698518
Gm26628,-0.099720324,0.49851911,-0.127585194,0.900363192,0.963183355,-6.017286249,0.44010228,0.410709558,-0.099720324
Eif2s3y,-0.099755246,4.69087941,-1.129311527,0.278486033,0.627700239,-5.410114524,24.98537667,23.316136,-0.099755246
Ddx5,-0.099757544,7.572303351,-1.210625514,0.246862903,0.600676405,-5.3231687,192.0216,179.1926,-0.099757544
Ide,-0.099801433,4.433107303,-0.975841643,0.346351179,0.679393444,-5.560515361,21.907054,20.4428176,-0.099801433
Spcs1,-0.099851562,6.317394603,-1.237116585,0.237187211,0.59048064,-5.293806647,83.03360667,77.481066,-0.099851562
Tesk2,-0.09985278,3.180314791,-0.676966122,0.509892049,0.784013347,-5.797532498,8.632332333,8.0550728,-0.09985278
Get3,-0.099906216,5.107688803,-1.029596172,0.321341682,0.658740685,-5.509936708,35.83101667,33.433694,-0.099906216
Pola1,-0.099914737,0.754984003,-0.181676202,0.858543534,0.948388521,-6.008831415,0.789582733,0.73675028,-0.099914737
Tmem258,-0.099944874,5.291134385,-0.56323548,0.58253357,0.823561916,-5.866846593,40.47843667,37.76916,-0.099944874
Klhl25,-0.09996244,3.364640943,-0.083836334,0.934420295,0.975782202,-6.021965891,9.332200667,8.7074778,-0.09996244
Rab7,-0.099984836,7.382821846,-1.409257626,0.18143589,0.528770227,-5.0912595,171.4615667,159.98098,-0.099984836
Mad2l2,-0.099987926,3.271953203,-1.000907678,0.334521445,0.670935514,-5.537217979,9.026058667,8.421681,-0.099987926
Rp2,-0.100031039,2.256770173,-0.703228656,0.49389499,0.77584935,-5.779839919,4.11528,3.8396094,-0.100031039
Chaf1a,-0.100125176,1.022090193,-0.195833372,0.847665364,0.945136361,-6.006132538,1.1542299,1.07684114,-0.100125176
Pkn1,-0.100180339,2.052641173,-0.294912841,0.772558909,0.91135071,-5.981630468,3.458802,3.226773,-0.100180339
Scamp3,-0.100183242,5.80116998,-1.193831348,0.253154743,0.606513836,-5.341522355,58.5519,54.623916,-0.100183242
Dclre1c,-0.100218098,1.450362154,-0.598688617,0.559319031,0.813080017,-5.846525793,1.745817033,1.62865866,-0.100218098
